NAMC_ID,NAMC_CODE,TERM,TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
1315,EK-3.11,PACYAMANASOPAH,pacyamānaśōphaḥ,पच्यमानशोफः,Ayurveda,XS9R,Stage IV,0.35084146233709596
1315,EK-3.11,PACYAMANASOPAH,pacyamānaśōphaḥ,पच्यमानशोफः,Ayurveda,XS6H,Stage III,0.35084146233709596
1315,EK-3.11,PACYAMANASOPAH,pacyamānaśōphaḥ,पच्यमानशोफः,Ayurveda,XS4P,Stage II,0.35084146233709596
1316,EK-3.12,PAKVASOPAH,pakvaśōphaḥ,पक्वशोफः,Ayurveda,XS9R,Stage IV,0.37087733322952604
1316,EK-3.12,PAKVASOPAH,pakvaśōphaḥ,पक्वशोफः,Ayurveda,XS6H,Stage III,0.37087733322952604
1316,EK-3.12,PAKVASOPAH,pakvaśōphaḥ,पक्वशोफः,Ayurveda,XS4P,Stage II,0.37087733322952604
1319,EK-3.15,KARNAMULASOTHAH,karṇamūlaśōthaḥ,कर्णमूलशोथः,Ayurveda,XA8NK6,Base of the third metacarpal bone,0.40791906462483657
1319,EK-3.15,KARNAMULASOTHAH,karṇamūlaśōthaḥ,कर्णमूलशोथः,Ayurveda,XA22M5,Base of other carpal bone,0.40791906462483657
1319,EK-3.15,KARNAMULASOTHAH,karṇamūlaśōthaḥ,कर्णमूलशोथः,Ayurveda,NC59.00,Traumatic amputation at or near base of right thumb,0.40791906462483657
1321,EK-3.17,SARVASARA-SOTHAH,sarvasara-śōthaḥ,सर्वसर-शोथः,Ayurveda,XH1H01,Systemic mastocytosis with AHNMD,0.5377838322121151
1321,EK-3.17,SARVASARA-SOTHAH,sarvasara-śōthaḥ,सर्वसर-शोथः,Ayurveda,XH10N1,Aggressive systemic mastocytosis,0.5377838322121151
1321,EK-3.17,SARVASARA-SOTHAH,sarvasara-śōthaḥ,सर्वसर-शोथः,Ayurveda,2A90.4,Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood,0.5377838322121151
1322,EK-3.18,SOPA-UPADRAVAH,śōpha-upadravaḥ,शोफ-उपद्रवः,Ayurveda,JB43.Z,"Complications of anaesthesia during the puerperium, unspecified",0.36922978232860754
1322,EK-3.18,SOPA-UPADRAVAH,śōpha-upadravaḥ,शोफ-उपद्रवः,Ayurveda,JB43.4,Other complications of spinal or epidural anaesthesia during the puerperium,0.36922978232860754
1322,EK-3.18,SOPA-UPADRAVAH,śōpha-upadravaḥ,शोफ-उपद्रवः,Ayurveda,NE85.6,Other or unspecified complications of amputation stump,0.36922978232860754
1323,EK-3.19,SOPA-ARISHTAH,śōpha-ariṣṭaḥ,शोफ-अरिष्टः,Ayurveda,JA86.2,Maternal care for signs of fetal hypoxia,0.3952269233208477
1323,EK-3.19,SOPA-ARISHTAH,śōpha-ariṣṭaḥ,शोफ-अरिष्टः,Ayurveda,1D20,Dengue without warning signs,0.3952269233208477
1323,EK-3.19,SOPA-ARISHTAH,śōpha-ariṣṭaḥ,शोफ-अरिष्टः,Ayurveda,1D21,Dengue with warning signs,0.3952269233208477
1324,EK-4,UDARA/UDARAROGAH,udara/udararōgaḥ,उदर/उदररोगः,Ayurveda,ME04.Z,"Ascites, unspecified",0.6121248978678
1324,EK-4,UDARA/UDARAROGAH,udara/udararōgaḥ,उदर/उदररोगः,Ayurveda,ME04.Y,Other specified ascites,0.6121248978678
1324,EK-4,UDARA/UDARAROGAH,udara/udararōgaḥ,उदर/उदररोगः,Ayurveda,ME04,Ascites,0.6121248978678
1326,EK-4.2,VATAJA-UDARAROGAH,vātaja-udararōgaḥ,वातज-उदररोगः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.1602482811614842
1327,EK-4.3,PITTAJA-UDARAROGAH,pittaja-udararōgaḥ,पित्तज-उदररोगः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.17384134627823514
1327,EK-4.3,PITTAJA-UDARAROGAH,pittaja-udararōgaḥ,पित्तज-उदररोगः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.1657463443758478
1327,EK-4.3,PITTAJA-UDARAROGAH,pittaja-udararōgaḥ,पित्तज-उदररोगः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16433290313402057
1328,EK-4.4,KAPAJA-UDARAROGAH,kaphaja-udararōgaḥ,कफज-उदररोगः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.16305043461154545
1328,EK-4.4,KAPAJA-UDARAROGAH,kaphaja-udararōgaḥ,कफज-उदररोगः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.1552838928100475
1328,EK-4.4,KAPAJA-UDARAROGAH,kaphaja-udararōgaḥ,कफज-उदररोगः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.15393044705671155
1337,EK-4.6,YAKRUDDALYUDARAH,yakr̥ddālyudaraḥ,यकृद्दाल्युदरः,Ayurveda,ME10.00,"Hepatomegaly, not elsewhere classified",0.7071067811865476
1337,EK-4.6,YAKRUDDALYUDARAH,yakr̥ddālyudaraḥ,यकृद्दाल्युदरः,Ayurveda,SM42,Hepatomegaly disorder (TM2),0.5698996547771341
1337,EK-4.6,YAKRUDDALYUDARAH,yakr̥ddālyudaraḥ,यकृद्दाल्युदरः,Ayurveda,ME10.02,Hepatomegaly with splenomegaly,0.5000000000000001
1338,EK-4.7,BADDHAGUDODARAH,baddhagudōdaraḥ,बद्धगुदोदरः,Ayurveda,GC42.1,Obstructed intercourse,0.4812877478675674
1338,EK-4.7,BADDHAGUDODARAH,baddhagudōdaraḥ,बद्धगुदोदरः,Ayurveda,JB06.1,Obstructed labour due to locked twins,0.3316707290191742
1338,EK-4.7,BADDHAGUDODARAH,baddhagudōdaraḥ,बद्धगुदोदरः,Ayurveda,JB05.4,"Obstructed labour due to foetopelvic disproportion, unspecified",0.3316707290191742
1340,EK-4.9,JALODARAH,jalōdaraḥ,जलोदरः,Ayurveda,ME04.Z,"Ascites, unspecified",0.6755541620177179
1340,EK-4.9,JALODARAH,jalōdaraḥ,जलोदरः,Ayurveda,ME04.Y,Other specified ascites,0.6755541620177179
1340,EK-4.9,JALODARAH,jalōdaraḥ,जलोदरः,Ayurveda,ME04,Ascites,0.6755541620177179
1341,EK-4.10,AJATODAKAH,ajātōdakaḥ,अजातोदकः,Ayurveda,MA01.0,Localised lymph node enlargement,0.4340397499005225
1341,EK-4.10,AJATODAKAH,ajātōdakaḥ,अजातोदकः,Ayurveda,DA0D.1,Gingival enlargement,0.4340397499005225
1341,EK-4.10,AJATODAKAH,ajātōdakaḥ,अजातोदकः,Ayurveda,9A24.3,Enlargement of bony orbit,0.4340397499005225
1342,EK-4.10.1,PICCAVASTHA,picchāvasthā,पिच्छावस्था,Ayurveda,XS9R,Stage IV,0.34565575046860997
1342,EK-4.10.1,PICCAVASTHA,picchāvasthā,पिच्छावस्था,Ayurveda,XS6H,Stage III,0.34565575046860997
1342,EK-4.10.1,PICCAVASTHA,picchāvasthā,पिच्छावस्था,Ayurveda,XS4P,Stage II,0.34565575046860997
1343,EK-4.10.2,JATODAKA AVASTHA,jātōdaka avasthā,जातोदक अवस्था,Ayurveda,XA2L90,Serous fluid,0.45647843627751433
1343,EK-4.10.2,JATODAKA AVASTHA,jātōdaka avasthā,जातोदक अवस्था,Ayurveda,SF11,Fluid disturbance pattern (TM1),0.45647843627751433
1343,EK-4.10.2,JATODAKA AVASTHA,jātōdaka avasthā,जातोदक अवस्था,Ayurveda,5C78,Fluid overload,0.45647843627751433
1346,EK-4.13,UDARA-UPADRAVAH,udara-upadravaḥ,उदर-उपद्रवः,Ayurveda,JB43.Z,"Complications of anaesthesia during the puerperium, unspecified",0.37648926878051336
1346,EK-4.13,UDARA-UPADRAVAH,udara-upadravaḥ,उदर-उपद्रवः,Ayurveda,JB43.4,Other complications of spinal or epidural anaesthesia during the puerperium,0.37648926878051336
1346,EK-4.13,UDARA-UPADRAVAH,udara-upadravaḥ,उदर-उपद्रवः,Ayurveda,NE85.6,Other or unspecified complications of amputation stump,0.37648926878051336
1347,EK-4.14,UDARA-ARISHTAH,udara-ariṣṭaḥ,उदर-अरिष्टः,Ayurveda,JA86.2,Maternal care for signs of fetal hypoxia,0.4013200971485548
1347,EK-4.14,UDARA-ARISHTAH,udara-ariṣṭaḥ,उदर-अरिष्टः,Ayurveda,1D20,Dengue without warning signs,0.4013200971485548
1347,EK-4.14,UDARA-ARISHTAH,udara-ariṣṭaḥ,उदर-अरिष्टः,Ayurveda,1D21,Dengue with warning signs,0.4013200971485548
1348,EL,ARTAVAVAHASROTOVIKARAH,ārtavavahasrōtōvikāraḥ,आर्तववहस्रोतोविकारः,Ayurveda,SB4Z,"Furuncle disorders (TM1), unspecified",0.3527489002188642
1348,EL,ARTAVAVAHASROTOVIKARAH,ārtavavahasrōtōvikāraḥ,आर्तववहस्रोतोविकारः,Ayurveda,CB05.40,Respiratory disorders in Churg-Strauss syndrome,0.3527489002188642
1348,EL,ARTAVAVAHASROTOVIKARAH,ārtavavahasrōtōvikāraḥ,आर्तववहस्रोतोविकारः,Ayurveda,5C55.0Y,Other specified disorders of purine metabolism,0.3527489002188642
1349,EL-1,ARTAVAVAHA-SROTODUSHTIH,ārtavavaha-srōtōduṣṭiḥ,आर्तववह-स्रोतोदुष्टिः,Ayurveda,SS38,Expulsive faculty derangement pattern (TM2),0.38768622130220237
1349,EL-1,ARTAVAVAHA-SROTODUSHTIH,ārtavavaha-srōtōduṣṭiḥ,आर्तववह-स्रोतोदुष्टिः,Ayurveda,SR4G,Derangement of Ojas pattern (TM2),0.38768622130220237
1349,EL-1,ARTAVAVAHA-SROTODUSHTIH,ārtavavaha-srōtōduṣṭiḥ,आर्तववह-स्रोतोदुष्टिः,Ayurveda,SS36,Retentive faculty derangement pattern (TM2),0.38768622130220237
1350,EL-2,YONIROGAH/YONI-VYAPADAH,yōnirōgaḥ/yōni-vyāpadaḥ,योनिरोगः/योनि-व्यापदः,Ayurveda,SK30,Seizure disorder (TM2),0.3818207309953359
1350,EL-2,YONIROGAH/YONI-VYAPADAH,yōnirōgaḥ/yōni-vyāpadaḥ,योनिरोगः/योनि-व्यापदः,Ayurveda,6C91.01,"Conduct-dissocial disorder, childhood onset with typical prosocial emotions",0.3818207309953359
1350,EL-2,YONIROGAH/YONI-VYAPADAH,yōnirōgaḥ/yōni-vyāpadaḥ,योनिरोगः/योनि-व्यापदः,Ayurveda,SP5B,Consumptive disorder (TM2),0.3818207309953359
1351,EL-2.1,VATAJA-YONIROGAH,vātaja-yōnirōgaḥ,वातज-योनिरोगः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.15572301347820458
1352,EL-2.2,PITTAJA-YONIROGAH,pittaja-yōnirōgaḥ,पित्तज-योनिरोगः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.16894417115290097
1352,EL-2.2,PITTAJA-YONIROGAH,pittaja-yōnirōgaḥ,पित्तज-योनिरोगः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.16107720845295087
1352,EL-2.2,PITTAJA-YONIROGAH,pittaja-yōnirōgaḥ,पित्तज-योनिरोगः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.1597035843745246
1353,EL-2.3,KAPAJA-YONIROGAH,kaphaja-yōnirōgaḥ,कफज-योनिरोगः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.15837403505306513
1353,EL-2.3,KAPAJA-YONIROGAH,kaphaja-yōnirōgaḥ,कफज-योनिरोगः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.15083024305740472
1353,EL-2.3,KAPAJA-YONIROGAH,kaphaja-yōnirōgaḥ,कफज-योनिरोगः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.14951561506704134
1356,EL-2.6,ATYANANDA,atyānandā,अत्यानन्दा,Ayurveda,HA00.Z,"Hypoactive sexual desire dysfunction, unspecified",0.5088865903779354
1356,EL-2.6,ATYANANDA,atyānandā,अत्यानन्दा,Ayurveda,HA00.1,"Hypoactive sexual desire dysfunction, lifelong, situational",0.5088865903779354
1356,EL-2.6,ATYANANDA,atyānandā,अत्यानन्दा,Ayurveda,HA00,Hypoactive sexual desire dysfunction,0.5088865903779354
1357,EL-2.7,ATICARANA,aticaraṇā,अतिचरणा,Ayurveda,GA02.Z,"Vaginitis, unspecified",0.48954240273584265
1357,EL-2.7,ATICARANA,aticaraṇā,अतिचरणा,Ayurveda,GA02,Vaginitis,0.48954240273584265
1357,EL-2.7,ATICARANA,aticaraṇā,अतिचरणा,Ayurveda,XE9HT,Excessive heating of device problem identified,0.4504423090140237
1358,EL-2.8,ANTARMUKHI,antarmukhī,अन्तर्मुखी,Ayurveda,XA51V4,Arch of third cervical vertebra,0.4477174281750549
1358,EL-2.8,ANTARMUKHI,antarmukhī,अन्तर्मुखी,Ayurveda,XA2W05,Third cervical vertebra,0.4477174281750549
1358,EL-2.8,ANTARMUKHI,antarmukhī,अन्तर्मुखी,Ayurveda,XA7SG3,Cervical trachea,0.4477174281750549
1360,EL-2.10,UDAVARTINI,udāvartinī,उदावर्तिनी,Ayurveda,XE268,Electro-static discharge,0.4698907069070733
1360,EL-2.10,UDAVARTINI,udāvartinī,उदावर्तिनी,Ayurveda,XE8P9,Electrostatic discharge of device,0.4698907069070733
1360,EL-2.10,UDAVARTINI,udāvartinī,उदावर्तिनी,Ayurveda,XE8DT,Failure to discharge,0.4698907069070733
1362,EL-2.12,JATAGHNI/PUTRAGHNI,jātaghnī/putraghnī,जातघ्नी/पुत्रघ्नी,Ayurveda,JA40.0,Threatened abortion,0.5060836899672375
1362,EL-2.12,JATAGHNI/PUTRAGHNI,jātaghnī/putraghnī,जातघ्नी/पुत्रघ्नी,Ayurveda,JA00,Abortion,0.5060836899672375
1362,EL-2.12,JATAGHNI/PUTRAGHNI,jātaghnī/putraghnī,जातघ्नी/पुत्रघ्नी,Ayurveda,JA00.0,Spontaneous abortion,0.5060836899672375
1363,EL-2.13,LOHITAKSHAYA/LOHITAKSHARA,lōhitakṣayā/lōhitakṣarā,लोहितक्षया/लोहितक्षरा,Ayurveda,SB8Z,"Menstruation cycle disorders (TM1), unspecified",0.4311945665627988
1363,EL-2.13,LOHITAKSHAYA/LOHITAKSHARA,lōhitakṣayā/lōhitakṣarā,लोहितक्षया/लोहितक्षरा,Ayurveda,SB8Y,Other specified menstruation cycle disorders (TM1),0.4311945665627988
1363,EL-2.13,LOHITAKSHAYA/LOHITAKSHARA,lōhitakṣayā/lōhitakṣarā,लोहितक्षया/लोहितक्षरा,Ayurveda,SB91,Decreased menstruation disorder (TM1),0.38898774639092537
1364,EL-2.14,VIPLUTA,viplutā,विप्लुता,Ayurveda,SM9B,Vaginismus disorder (TM2),0.5698996547771341
1365,EL-2.15,KARNINI,karṇinī,कर्णिनी,Ayurveda,SM91,Endocervicitis disorder (TM2),0.5698996547771341
1366,EL-2.16,PARIPLUTA,pariplutā,परिप्लुता,Ayurveda,GA02.0,Acute vaginitis,0.7789432381109365
1366,EL-2.16,PARIPLUTA,pariplutā,परिप्लुता,Ayurveda,GA02,Vaginitis,0.5576606213673178
1366,EL-2.16,PARIPLUTA,pariplutā,परिप्लुता,Ayurveda,GA02.Z,"Vaginitis, unspecified",0.5576606213673178
1367,EL-2.17,PRASRAMSINI/PRASRAVINI,prasraṁsiṇī/prasrāviṇī,प्रस्रंसिणी/प्रस्राविणी,Ayurveda,BC63.1Y,"Other specified atrioventricular block, second degree",0.44344774989290625
1367,EL-2.17,PRASRAMSINI/PRASRAVINI,prasraṁsiṇī/prasrāviṇī,प्रस्रंसिणी/प्रस्राविणी,Ayurveda,BC63.1Z,"Atrioventricular block, second degree, unspecified",0.44344774989290625
1367,EL-2.17,PRASRAMSINI/PRASRAVINI,prasraṁsiṇī/prasrāviṇī,प्रस्रंसिणी/प्रस्राविणी,Ayurveda,BC63.1,"Atrioventricular block, second degree",0.44344774989290625
1368,EL-2.18,PRAKCARANA,prākcaraṇā,प्राक्चरणा,Ayurveda,GA02.Z,"Vaginitis, unspecified",0.5323185800708976
1368,EL-2.18,PRAKCARANA,prākcaraṇā,प्राक्चरणा,Ayurveda,GA02,Vaginitis,0.5323185800708976
1368,EL-2.18,PRAKCARANA,prākcaraṇā,प्राक्चरणा,Ayurveda,SM95,Vaginitis disorder (TM2),0.4104265132664783
1369,EL-2.19,PALINI/ANDALI,phalinī/aṇḍalī,फलिनी/अण्डली,Ayurveda,XA57Q2,Vaginal wall,0.6215380219111517
1369,EL-2.19,PALINI/ANDALI,phalinī/aṇḍalī,फलिनी/अण्डली,Ayurveda,GC40.0,Prolapse of anterior vaginal wall,0.6193645711695516
1369,EL-2.19,PALINI/ANDALI,phalinī/aṇḍalī,फलिनी/अण्डली,Ayurveda,GC40.0Z,"Prolapse of anterior vaginal wall, unspecified",0.6193645711695516
1370,EL-2.20,MAHAYONIH/VIVRUTA,mahāyōniḥ/vivr̥tā,महायोनिः/विवृता,Ayurveda,SM9A,Uterine prolapse disorder (TM2),0.5150326851579345
1370,EL-2.20,MAHAYONIH/VIVRUTA,mahāyōniḥ/vivr̥tā,महायोनिः/विवृता,Ayurveda,XA0610,Uterine artery,0.44821582023449785
1370,EL-2.20,MAHAYONIH/VIVRUTA,mahāyōniḥ/vivr̥tā,महायोनिः/विवृता,Ayurveda,LA90.32,Uterine arteriovenous malformations,0.44821582023449785
1371,EL-2.21,RAKTAYONIROGAH/ASRUJA/APRAJA,raktayōnirōgaḥ/asr̥̄jā/aprajā,रक्तयोनिरोगः/असॄजा/अप्रजा,Ayurveda,JA65.10,Gestational pemphigoid,0.46631379419846397
1371,EL-2.21,RAKTAYONIROGAH/ASRUJA/APRAJA,raktayōnirōgaḥ/asr̥̄jā/aprajā,रक्तयोनिरोगः/असॄजा/अप्रजा,Ayurveda,JA22.0,Gestational proteinuria without hypertension,0.46631379419846397
1371,EL-2.21,RAKTAYONIROGAH/ASRUJA/APRAJA,raktayōnirōgaḥ/asr̥̄jā/aprajā,रक्तयोनिरोगः/असॄजा/अप्रजा,Ayurveda,JA23,Gestational hypertension,0.46631379419846397
1373,EL-2.23,SUSHKA,śuṣkā,शुष्का,Ayurveda,GA30.2,Postmenopausal atrophic vaginitis,0.5798872942077831
1373,EL-2.23,SUSHKA,śuṣkā,शुष्का,Ayurveda,SF8D,Dryness invading the lung pattern (TM1),0.39703450449317446
1373,EL-2.23,SUSHKA,śuṣkā,शुष्का,Ayurveda,XA47A2,Vaginal artery,0.38535007420589146
1374,EL-2.24,VANDHYA,vandhyā,वन्ध्या,Ayurveda,GA31.0Z,Primary female infertility of unspecified origin,0.6469246898122386
1374,EL-2.24,VANDHYA,vandhyā,वन्ध्या,Ayurveda,GA31.0,Primary female infertility,0.6469246898122386
1374,EL-2.24,VANDHYA,vandhyā,वन्ध्या,Ayurveda,GA31.0Y,Primary female infertility of other specified origin,0.6469246898122386
1375,EL-2.25,SHANDHI/KHANDITA,ṣaṇḍhī/khaṇḍitā,षण्ढी/खण्डिता,Ayurveda,GA31.0Z,Primary female infertility of unspecified origin,0.4471309426599981
1375,EL-2.25,SHANDHI/KHANDITA,ṣaṇḍhī/khaṇḍitā,षण्ढी/खण्डिता,Ayurveda,GA31.0Y,Primary female infertility of other specified origin,0.4471309426599981
1375,EL-2.25,SHANDHI/KHANDITA,ṣaṇḍhī/khaṇḍitā,षण्ढी/खण्डिता,Ayurveda,GA31.Z,Female infertility without specification whether primary or secondary,0.4471309426599981
1376,EL-2.26,SUCIMUKHI/SUCIVAKTRA,sūcīmukhi/sūcīvaktrā,सूचीमुखि/सूचीवक्त्रा,Ayurveda,XA9DY6,First cervical spinal nerve,0.36159988688091166
1376,EL-2.26,SUCIMUKHI/SUCIVAKTRA,sūcīmukhi/sūcīvaktrā,सूचीमुखि/सूचीवक्त्रा,Ayurveda,XA8CG0,Processes of third cervical vertebra,0.36159988688091166
1376,EL-2.26,SUCIMUKHI/SUCIVAKTRA,sūcīmukhi/sūcīvaktrā,सूचीमुखि/सूचीवक्त्रा,Ayurveda,NA23.4,Strain or sprain of cervical spine,0.36159988688091166
1377,EL-2.27,YONIKANDAH,yōnikandaḥ,योनिकन्दः,Ayurveda,GA03.1,Cyst of Bartholin gland,0.6763145743489509
1377,EL-2.27,YONIKANDAH,yōnikandaḥ,योनिकन्दः,Ayurveda,GA03.0,Abscess of Bartholin gland,0.6251087495277823
1377,EL-2.27,YONIKANDAH,yōnikandaḥ,योनिकन्दः,Ayurveda,SM92,Bartholin's cyst disorder (TM2),0.5913728617210188
1378,EL-2.27.1,VATIKA-YONIKANDAH,vātika-yōnikandaḥ,वातिक-योनिकन्दः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.1507463206510183
1379,EL-2.27.2,PAITTIKA-YONIKANDAH,paittika-yōnikandaḥ,पैत्तिक-योनिकन्दः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.16341389530172615
1379,EL-2.27.2,PAITTIKA-YONIKANDAH,paittika-yōnikandaḥ,पैत्तिक-योनिकन्दः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.1558044524294489
1379,EL-2.27.2,PAITTIKA-YONIKANDAH,paittika-yōnikandaḥ,पैत्तिक-योनिकन्दः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.15447579302791956
1380,EL-2.27.3,KAPAJA-YONIKANDAH,kaphaja-yōnikandaḥ,कफज-योनिकन्दः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.15696449657331452
1380,EL-2.27.3,KAPAJA-YONIKANDAH,kaphaja-yōnikandaḥ,कफज-योनिकन्दः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.14948784478215515
1380,EL-2.27.3,KAPAJA-YONIKANDAH,kaphaja-yōnikandaḥ,कफज-योनिकन्दः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.14818491706032602
1382,EL-2.28,YONI-ARSAH,yōni-arśaḥ,योनि-अर्शः,Ayurveda,DA44.Y,Other specified gastric polyp,0.7182616378445755
1382,EL-2.28,YONI-ARSAH,yōni-arśaḥ,योनि-अर्शः,Ayurveda,GA14.0,Polyp of vagina,0.7182616378445755
1382,EL-2.28,YONI-ARSAH,yōni-arśaḥ,योनि-अर्शः,Ayurveda,GA13.0,Polyp of vulva,0.7182616378445755
1383,EL-3,ARTAVADOSHAH/ARTAVADUSHTIH/RAJODOSHAH,ārtavadōṣaḥ/ārtavaduṣṭiḥ/rajōdōṣaḥ,आर्तवदोषः/आर्तवदुष्टिः/रजोदोषः,Ayurveda,SR4K,Diminution of menstrual flow pattern (TM2),0.5051081305733831
1383,EL-3,ARTAVADOSHAH/ARTAVADUSHTIH/RAJODOSHAH,ārtavadōṣaḥ/ārtavaduṣṭiḥ/rajōdōṣaḥ,आर्तवदोषः/आर्तवदुष्टिः/रजोदोषः,Ayurveda,SR4J,Increased menstrual flow pattern (TM2),0.5051081305733831
1383,EL-3,ARTAVADOSHAH/ARTAVADUSHTIH/RAJODOSHAH,ārtavadōṣaḥ/ārtavaduṣṭiḥ/rajōdōṣaḥ,आर्तवदोषः/आर्तवदुष्टिः/रजोदोषः,Ayurveda,GA20,Menstrual cycle bleeding disorders,0.46941153552004694
1384,EL-3.1,VATAJA-ARTAVADUSHTIH,vātaja-ārtavaduṣṭiḥ,वातज-आर्तवदुष्टिः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.15955068607675696
1385,EL-3.2,PITTAJA/ARTAVADUSHTIH,pittaja/ārtavaduṣṭiḥ,पित्तज/आर्तवदुष्टिः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.17308648756607045
1385,EL-3.2,PITTAJA/ARTAVADUSHTIH,pittaja/ārtavaduṣṭiḥ,पित्तज/आर्तवदुष्टिः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.1650266360053126
1385,EL-3.2,PITTAJA/ARTAVADUSHTIH,pittaja/ārtavaduṣṭiḥ,पित्तज/आर्तवदुष्टिः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.16361933224722194
1386,EL-3.3,KAPAJA-ARTAVADUSHTIH,kaphaja-ārtavaduṣṭiḥ,कफज-आर्तवदुष्टिः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.16232912449832276
1386,EL-3.3,KAPAJA-ARTAVADUSHTIH,kaphaja-ārtavaduṣṭiḥ,कफज-आर्तवदुष्टिः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.15459694068648328
1386,EL-3.3,KAPAJA-ARTAVADUSHTIH,kaphaja-ārtavaduṣṭiḥ,कफज-आर्तवदुष्टिः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.15324948236956173
1391,EL-3.8,MUTRAPURISHAGANDHA-ARTAVADUSHTIH,mūtrapurīṣagandha-ārtavaduṣṭiḥ,मूत्रपुरीषगन्ध-आर्तवदुष्टिः,Ayurveda,SR83,Reduced urine pattern (TM2),0.36754807914908055
1391,EL-3.8,MUTRAPURISHAGANDHA-ARTAVADUSHTIH,mūtrapurīṣagandha-ārtavaduṣṭiḥ,मूत्रपुरीषगन्ध-आर्तवदुष्टिः,Ayurveda,MF9Y,"Other specified clinical findings on examination of urine, without diagnosis",0.36754807914908055
1391,EL-3.8,MUTRAPURISHAGANDHA-ARTAVADUSHTIH,mūtrapurīṣagandha-ārtavaduṣṭiḥ,मूत्रपुरीषगन्ध-आर्तवदुष्टिः,Ayurveda,MF50.5,Extravasation of urine,0.36754807914908055
1392,EL-4,ASRUGDARAH/RAKTAPRADARAH,asr̥gdaraḥ/raktapradaraḥ,असृग्दरः/रक्तप्रदरः,Ayurveda,SB93,Metrorrhagia disorder (TM1),0.42903166159286327
1392,EL-4,ASRUGDARAH/RAKTAPRADARAH,asr̥gdaraḥ/raktapradaraḥ,असृग्दरः/रक्तप्रदरः,Ayurveda,SB90,Menorrhagia disorder (TM1),0.4006585411800013
1393,EL-4.1,VATIKA-ASRUGDARAH,vātika-asr̥gdaraḥ,वातिक-असृग्दरः,Ayurveda,SR10,Vitiation of vāta pattern (TM2),0.13342300741757268
1394,EL-4.2,PAITTIKA-ASRUGDARAH,paittika-asr̥gdaraḥ,पैत्तिक-असृग्दरः,Ayurveda,SR15,Vitiation of pitta pattern (TM2),0.14469752546314504
1394,EL-4.2,PAITTIKA-ASRUGDARAH,paittika-asr̥gdaraḥ,पैत्तिक-असृग्दरः,Ayurveda,SR19,Depletion of pitta pattern (TM2),0.13795961892381017
1394,EL-4.2,PAITTIKA-ASRUGDARAH,paittika-asr̥gdaraḥ,पैत्तिक-असृग्दरः,Ayurveda,SR17,Aggravation of pitta pattern (TM2),0.136783135570117
1395,EL-4.3,SLAISHMIKA-ASRUGDARAH,ślaiṣmika-asr̥gdaraḥ,श्लैष्मिक-असृग्दरः,Ayurveda,SR1A,Vitiation of kapha pattern (TM2),0.13090793029867226
1395,EL-4.3,SLAISHMIKA-ASRUGDARAH,ślaiṣmika-asr̥gdaraḥ,श्लैष्मिक-असृग्दरः,Ayurveda,SR1E,Depletion of kapha pattern (TM2),0.12467242460845793
1395,EL-4.3,SLAISHMIKA-ASRUGDARAH,ślaiṣmika-asr̥gdaraḥ,श्लैष्मिक-असृग्दरः,Ayurveda,SR1C,Aggravation of kapha pattern (TM2),0.12358578670551183
1398,EL-5,SOMAROGAH/SVETAPRADARAH,sōmarōgaḥ/śvētapradaraḥ,सोमरोगः/श्वेतप्रदरः,Ayurveda,SM93,Leucorrhoea disorder (TM2),0.46532111959742134
1399,EL-6,GARBINIROGAH,garbhiṇīrōgaḥ,गर्भिणीरोगः,Ayurveda,JB6Y,"Other specified obstetric conditions, not elsewhere classified",0.7579417175433134
