NAMC_ID,NAMC_CODE,NAMC_TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
1160,SAE1.3,Neñcu Naṭukku Maṟu Varmam,நெஞ்சு நடுக்கு மறு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4196402357837944
1160,SAE1.3,Neñcu Naṭukku Maṟu Varmam,நெஞ்சு நடுக்கு மறு வர்மம்,Siddha,SL40,Bronchial asthma disorder (TM2),0.31348956219204027
1161,SAE1.4,Uṟumi Maṟu Varmam,உறுமி மறு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4680873663290541
1161,SAE1.4,Uṟumi Maṟu Varmam,உறுமி மறு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.40132989967061833
1161,SAE1.4,Uṟumi Maṟu Varmam,உறுமி மறு வர்மம்,Siddha,DA62.3,Peptic anastomotic ulcer,0.29764235929686805
1162,SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam,குளிப்பூட்டுத் தள்ளெலும்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4615003487044358
1162,SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam,குளிப்பூட்டுத் தள்ளெலும்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3956823062669581
1162,SAE1.5,Kuḷippūṭṭut Taḷḷelumpu Varmam,குளிப்பூட்டுத் தள்ளெலும்பு வர்மம்,Siddha,NA0D,Injury of teeth or supporting structures,0.297133380598459
1163,SAE1.6,Cippi Tūṅku Catai Varmam,சிப்பி தூங்கு சதை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5212137565921884
1163,SAE1.6,Cippi Tūṅku Catai Varmam,சிப்பி தூங்கு சதை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.44687953507602574
1163,SAE1.6,Cippi Tūṅku Catai Varmam,சிப்பி தூங்கு சதை வர்மம்,Siddha,NA07.30,Diffuse injury of cerebrum,0.2875110327108236
1164,SAE1.7,Cippi Varmam,சிப்பி வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5339661711133641
1164,SAE1.7,Cippi Varmam,சிப்பி வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.45781323166450355
1164,SAE1.7,Cippi Varmam,சிப்பி வர்மம்,Siddha,NC13.3,Dislocation of scapula,0.3482676331095268
1165,SAE1.8,Nāvāri Ellu Varmam,நாவாரி எல்லு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4090688395252492
1165,SAE1.8,Nāvāri Ellu Varmam,நாவாரி எல்லு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.35072844971773043
1165,SAE1.8,Nāvāri Ellu Varmam,நாவாரி எல்லு வர்மம்,Siddha,NB92.2,Injury of bladder,0.28867579899564877
1166,SAE1.9,Akattuvāra Varmam,அகத்துவார வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5605723051413181
1166,SAE1.9,Akattuvāra Varmam,அகத்துவார வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.48062486442400754
1166,SAE1.9,Akattuvāra Varmam,அகத்துவார வர்மம்,Siddha,LB99.7,Adactyly of hands,0.46715676408455276
1167,SAE1.10,Kaik Kuẕi Varmam,கைக் குழி வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4354363028405731
1167,SAE1.10,Kaik Kuẕi Varmam,கைக் குழி வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3733354503934734
1167,SAE1.10,Kaik Kuẕi Varmam,கைக் குழி வர்மம்,Siddha,XA06R8,Body fluid,0.24059545947660316
1168,SAE1.11,Cippi Acaivu Varmam,சிப்பி அசைவு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4569236989635763
1168,SAE1.11,Cippi Acaivu Varmam,சிப்பி அசைவு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.39175836703370925
1168,SAE1.11,Cippi Acaivu Varmam,சிப்பி அசைவு வர்மம்,Siddha,NC58.2,Crushing injury of hand,0.28866308120094186
1169,SAE1.12,Kaip Puja Poruttu Varmam,கைப் புஜ பொருத்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.44845818269080967
1169,SAE1.12,Kaip Puja Poruttu Varmam,கைப் புஜ பொருத்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.38450018182983625
1169,SAE1.12,Kaip Puja Poruttu Varmam,கைப் புஜ பொருத்து வர்மம்,Siddha,LB99.7,Adactyly of hands,0.37372569342373
1171,SAF1.1,Kallaṭai Varmam,கல்லடை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4369861246545309
1171,SAF1.1,Kallaṭai Varmam,கல்லடை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3746642404396157
1171,SAF1.1,Kallaṭai Varmam,கல்லடை வர்மம்,Siddha,SN02,Erectile dysfunction disorder (TM2),0.3138474364213305
1172,SAF1.2,Mum Mūrtti Varmam,மும் மூர்த்தி வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4534070344747043
1172,SAF1.2,Mum Mūrtti Varmam,மும் மூர்த்தி வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3887432405679757
1172,SAF1.2,Mum Mūrtti Varmam,மும் மூர்த்தி வர்மம்,Siddha,ND56,Injury of unspecified body region,0.2515465490973039
1173,SAF1.3,Mūttira Varmam,மூத்திர வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5288358634472198
1173,SAF1.3,Mūttira Varmam,மூத்திர வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.45341459583487154
1173,SAF1.3,Mūttira Varmam,மூத்திர வர்மம்,Siddha,NB93.00,Crushing injury of penis,0.3315998538464675
1174,SAF1.4,Patippu Varmam,பதிப்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5805344535648427
1174,SAF1.4,Patippu Varmam,பதிப்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.49774006043293234
1174,SAF1.4,Patippu Varmam,பதிப்பு வர்மம்,Siddha,XA4TC0,Lower abdomen,0.3738727668782669
1175,SAF1.5,Aka Uruḷai Vicai Narampu Varmam,அக உருளை விசை நரம்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4305522771379183
1175,SAF1.5,Aka Uruḷai Vicai Narampu Varmam,அக உருளை விசை நரம்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.36914797240062097
1175,SAF1.5,Aka Uruḷai Vicai Narampu Varmam,அக உருளை விசை நரம்பு வர்மம்,Siddha,QA64,Operator error without injury or harm,0.23750050391086494
1176,SAF1.6,Vittu Varmam,வித்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.6345954723227558
1176,SAF1.6,Vittu Varmam,வித்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.5440910299204377
1176,SAF1.6,Vittu Varmam,வித்து வர்மம்,Siddha,NB93.01,Crushing injury of testes or scrotum,0.3910095124704134
1177,SAF1.7,Iliṅka Naṭukku Varmam,இலிங்க நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5626867717765089
1177,SAF1.7,Iliṅka Naṭukku Varmam,இலிங்க நடுக்கு வர்மம்,Siddha,NB93.00,Crushing injury of penis,0.5205904471718408
1177,SAF1.7,Iliṅka Naṭukku Varmam,இலிங்க நடுக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4824377710384568
1178,SAF1.8,Tumpu Varmam,தும்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.6493958685443291
1178,SAF1.8,Tumpu Varmam,தும்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.55678063010613
1178,SAF1.8,Tumpu Varmam,தும்பு வர்மம்,Siddha,NA06.A,Injury of lens,0.35821862804248283
1180,SAG1.1,Toṭai Maiya Varmam,தொடை மைய வர்மம்,Siddha,QF25,Difficulty or need for assistance with relationships,0.3783459285240377
1180,SAG1.1,Toṭai Maiya Varmam,தொடை மைய வர்மம்,Siddha,QF22,Difficulty or need for assistance with communication,0.3783459285240377
1180,SAG1.1,Toṭai Maiya Varmam,தொடை மைய வர்மம்,Siddha,QF2A,Difficulty or need for assistance with community participation,0.3783459285240377
1181,SAG1.2,Mēl Toṭai Maiya Varmam,மேல் தொடை மைய வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.41239304555880707
1181,SAG1.2,Mēl Toṭai Maiya Varmam,மேல் தொடை மைய வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3535785656787633
1181,SAG1.2,Mēl Toṭai Maiya Varmam,மேல் தொடை மைய வர்மம்,Siddha,FA31,Other acquired deformities of limbs,0.2909376871468851
1182,SAG1.3,Kīẕ Toṭai Maiya Varmam,கீழ் தொடை மைய வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.46718549842642726
1182,SAG1.3,Kīẕ Toṭai Maiya Varmam,கீழ் தொடை மைய வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3361703585861543
1182,SAG1.3,Kīẕ Toṭai Maiya Varmam,கீழ் தொடை மைய வர்மம்,Siddha,PA30,Unintentional railway transport injury event with collision or derailment,0.32442530719413004
1184,SAH1.1,Muṭṭukkaṇṇu Varmam,முட்டுக்கண்ணு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5471326801948069
1184,SAH1.1,Muṭṭukkaṇṇu Varmam,முட்டுக்கண்ணு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.46910196566753404
1184,SAH1.1,Muṭṭukkaṇṇu Varmam,முட்டுக்கண்ணு வர்மம்,Siddha,NC96.5,Injury of bursa of knee,0.3607886977102993
1185,SAH1.2,Muṭṭu Ciraṭṭai Varmam,முட்டு சிரட்டை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.47710258961702634
1185,SAH1.2,Muṭṭu Ciraṭṭai Varmam,முட்டு சிரட்டை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4090593940298544
1185,SAH1.2,Muṭṭu Ciraṭṭai Varmam,முட்டு சிரட்டை வர்மம்,Siddha,NC93.1Z,"Dislocation of patella, unspecified",0.3174579289819495
1186,SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,முழங்கால் முட்டு பதைப்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4886975546075787
1186,SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,முழங்கால் முட்டு பதைப்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.41900071368741487
1186,SAH1.3,Muẕaṅkāl Muṭṭu Pataippu Varmam,முழங்கால் முட்டு பதைப்பு வர்மம்,Siddha,NB32.6,Injury of pleura,0.26957450150037904
1187,SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,முழங்கால் முட்டு மொழி பொருத்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.42054529275935687
1187,SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,முழங்கால் முட்டு மொழி பொருத்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.30260969645849584
1187,SAH1.4,Muẕaṅkāl Muṭṭu Moẕi Poruttu Varmam,முழங்கால் முட்டு மொழி பொருத்து வர்மம்,Siddha,NA04,Injury of cranial nerves,0.2925142357644409
1189,SAI1.1,Kutiraimuka Varmam,குதிரைமுக வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.44194476806892535
1189,SAI1.1,Kutiraimuka Varmam,குதிரைமுக வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.378915694350043
1189,SAI1.1,Kutiraimuka Varmam,குதிரைமுக வர்மம்,Siddha,XM7P83,Salamander toxin,0.24463823676707175
1190,SAI1.2,Kutirai Nuṉi Nākku Varmam,குதிரை நுனி நாக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5176254128188987
1190,SAI1.2,Kutirai Nuṉi Nākku Varmam,குதிரை நுனி நாக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.372465158329478
1190,SAI1.2,Kutirai Nuṉi Nākku Varmam,குதிரை நுனி நாக்கு வர்மம்,Siddha,NB90.2Z,"Injury of coeliac artery, unspecified",0.3594520466300507
1191,SAI1.3,Vayiṟūti Varmam,வயிறூதி வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5622003012407948
1191,SAI1.3,Vayiṟūti Varmam,வயிறூதி வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4820206797317163
1191,SAI1.3,Vayiṟūti Varmam,வயிறூதி வர்மம்,Siddha,NB90.0Z,"Injury of abdominal aorta, unspecified",0.333987837849617
1192,SAI1.4,Tumpikkāla Varmam,தும்பிக்கால வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.48042867705068387
1192,SAI1.4,Tumpikkāla Varmam,தும்பிக்கால வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4119111230703411
1192,SAI1.4,Tumpikkāla Varmam,தும்பிக்கால வர்மம்,Siddha,PD9Z,"Assault by transport injury event, unspecified",0.2650132375358856
1193,SAI1.5,Kutirai Aṭi Nākku Varmam,குதிரை அடி நாக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.47534948739770044
1193,SAI1.5,Kutirai Aṭi Nākku Varmam,குதிரை அடி நாக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4075563149288052
1193,SAI1.5,Kutirai Aṭi Nākku Varmam,குதிரை அடி நாக்கு வர்மம்,Siddha,NA07.31,Diffuse injury of cerebellum,0.2622114637070226
1194,SAI1.6,Kaṇapati Muka Varmam,கணபதி முக வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4975802409421862
1194,SAI1.6,Kaṇapati Muka Varmam,கணபதி முக வர்மம்,Siddha,QA8A,Delayed diagnosis without injury or harm,0.3609959939399459
1194,SAI1.6,Kaṇapati Muka Varmam,கணபதி முக வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3580413531377235
1196,SAJ1.1,Karaṇṭai Kaṇṇu Varmam,கரண்டை கண்ணு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4838695612533471
1196,SAJ1.1,Karaṇṭai Kaṇṇu Varmam,கரண்டை கண்ணு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4148612768475364
1196,SAJ1.1,Karaṇṭai Kaṇṇu Varmam,கரண்டை கண்ணு வர்மம்,Siddha,NB31.40,Injury to mitral valve,0.2669112921402274
1197,SAJ1.2,Pāta Cakkara Varmam,பாத சக்கர வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4527105891114127
1197,SAJ1.2,Pāta Cakkara Varmam,பாத சக்கர வர்மம்,Siddha,XA39M2,Phalanx of the foot,0.40274778808842787
1197,SAJ1.2,Pāta Cakkara Varmam,பாத சக்கர வர்மம்,Siddha,XA3T29,Arch of foot,0.40274778808842787
1198,SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,கரண்டை மொழி பொருத்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.43545678395929216
1198,SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,கரண்டை மொழி பொருத்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3733530105455132
1198,SAJ1.3,Karaṇṭai Moẕi Poruttu Varmam,கரண்டை மொழி பொருத்து வர்மம்,Siddha,ND18.0,Crushing injury of ankle,0.298672136592594
1199,SAJ1.4,Kutikāl Varmam,குதிகால் வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5815137831702268
1199,SAJ1.4,Kutikāl Varmam,குதிகால் வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.4985797204633999
1199,SAJ1.4,Kutikāl Varmam,குதிகால் வர்மம்,Siddha,NA04.Z,"Injury of cranial nerves, unspecified",0.402142234382111
1200,SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,நரம்பு நடுக்கு முடிச்சு வர்மம்,Siddha,8C11,Mononeuropathies of lower limb,0.4535514828721805
1200,SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,நரம்பு நடுக்கு முடிச்சு வர்மம்,Siddha,BD40.0,Lower limb atherosclerosis,0.4535514828721805
1200,SAJ1.5,Narampu Naṭukku Muṭiccu Varmam,நரம்பு நடுக்கு முடிச்சு வர்மம்,Siddha,LB9A.0,Amelia of lower limb,0.4535514828721805
1201,SAJ1.6,Kālnerukku Varmam,கால்நெருக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5194103143649338
1201,SAJ1.6,Kālnerukku Varmam,கால்நெருக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.44533329533492355
1201,SAJ1.6,Kālnerukku Varmam,கால்நெருக்கு வர்மம்,Siddha,XA9KK8,Sciatic nerve,0.38423160499153164
1202,SAJ1.7,Peru Viral Mañcaḷ Varmam,பெரு விரல் மஞ்சள் வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.46479722730741224
1202,SAJ1.7,Peru Viral Mañcaḷ Varmam,பெரு விரல் மஞ்சள் வர்மம்,Siddha,XM0CX4,"COVID-19 vaccines, replicating viral vector",0.4561714163131943
1202,SAJ1.7,Peru Viral Mañcaḷ Varmam,பெரு விரல் மஞ்சள் வர்மம்,Siddha,CA40.1,Viral pneumonia,0.4561714163131943
1204,SAK1.1,Puya Naṭukku Varmam,புய நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4180100407243421
1204,SAK1.1,Puya Naṭukku Varmam,புய நடுக்கு வர்மம்,Siddha,NC14.0,Injury of ulnar nerve at upper arm level,0.3100169567454643
1204,SAK1.1,Puya Naṭukku Varmam,புய நடுக்கு வர்மம்,Siddha,NC14.1,Injury of median nerve at upper arm level,0.3100169567454643
1205,SAK1.2,Puya Mēl Naṭukku Varmam,புய மேல் நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4736448517894567
1205,SAK1.2,Puya Mēl Naṭukku Varmam,புய மேல் நடுக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.40609479025020384
1205,SAK1.2,Puya Mēl Naṭukku Varmam,புய மேல் நடுக்கு வர்மம்,Siddha,NA60.0,Injury of carotid artery,0.26127115555528424
1206,SAK1.3,Puya Kīẕ Naṭukku Varmam,புய கீழ் நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.46564958090141795
1206,SAK1.3,Puya Kīẕ Naṭukku Varmam,புய கீழ் நடுக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.39923978519313436
1206,SAK1.3,Puya Kīẕ Naṭukku Varmam,புய கீழ் நடுக்கு வர்மம்,Siddha,ND53.0,"Crushing injury of arm, level unspecified",0.31705395997899366
1208,SAL1.1,Muẕaṅkai Naṭukku Varmam,முழங்கை நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4139873507045432
1208,SAL1.1,Muẕaṅkai Naṭukku Varmam,முழங்கை நடுக்கு வர்மம்,Siddha,NC36.7,Injury of bursa of elbow,0.40862211071388255
1208,SAL1.1,Muẕaṅkai Naṭukku Varmam,முழங்கை நடுக்கு வர்மம்,Siddha,NC37.0,Crushing injury of elbow,0.40862211071388255
1209,SAL1.2,Muẕaṅkai Mēl Naṭukku Varmam,முழங்கை மேல் நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.3902866607175446
1209,SAL1.2,Muẕaṅkai Mēl Naṭukku Varmam,முழங்கை மேல் நடுக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.33462493896586626
1209,SAL1.2,Muẕaṅkai Mēl Naṭukku Varmam,முழங்கை மேல் நடுக்கு வர்மம்,Siddha,NC58.0,Crushing injury of thumb,0.2790070320525298
1210,SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,முழங்கை கீழ் நடுக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5831395986981052
1210,SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,முழங்கை கீழ் நடுக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.49997366618725786
1210,SAL1.3,Muẕaṅkai Kīẕ Naṭukku Varmam,முழங்கை கீழ் நடுக்கு வர்மம்,Siddha,NC37.0,Crushing injury of elbow,0.3776756276845054
1211,SAL1.4,Nāṭi Cūttira Varmam,நாடி சூத்திர வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5818988932933911
1211,SAL1.4,Nāṭi Cūttira Varmam,நாடி சூத்திர வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.49890990712984146
1211,SAL1.4,Nāṭi Cūttira Varmam,நாடி சூத்திர வர்மம்,Siddha,NB92.1,Injury of ureter,0.3209860630654269
1213,SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,முழங்கை முட்டு பதைப்பு வர்மம்,Siddha,NC35.0Z,"Injury of ulnar artery at forearm level, unspecified",0.472086776011489
1213,SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,முழங்கை முட்டு பதைப்பு வர்மம்,Siddha,NC35.2,Injury of vein at forearm level,0.472086776011489
1213,SAM1.1,Muẕaṅkai Muṭṭu Pataippu Varmam,முழங்கை முட்டு பதைப்பு வர்மம்,Siddha,NC35.2Z,"Injury of vein at forearm level, unspecified",0.472086776011489
1214,SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,முழங்கை முட்டு புறதாரை விசை நரம்பு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.46331116271619777
1214,SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,முழங்கை முட்டு புறதாரை விசை நரம்பு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3972348664468278
1214,SAM1.2,Muẕaṅkai Muṭṭu Puṟatārai Vicai Narampu Varmam,முழங்கை முட்டு புறதாரை விசை நரம்பு வர்மம்,Siddha,NC37.Z,"Crushing injury of forearm, unspecified",0.32341668061378004
1215,SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,முழங்கை முட்டு மொழிப்பொருத்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.5117194095246349
1215,SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,முழங்கை முட்டு மொழிப்பொருத்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.43873924838992734
1215,SAM1.3,Muẕaṅkai Muṭṭu Moẕipporuttu Varmam,முழங்கை முட்டு மொழிப்பொருத்து வர்மம்,Siddha,NC35.0,Injury of ulnar artery at forearm level,0.35720830006307763
1216,SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,முழங்கை முட்டு கை மண்டை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4049520600204991
1216,SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,முழங்கை முட்டு கை மண்டை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.34719879516079466
1216,SAM1.4,Muẕaṅkai Muṭṭu Kai Maṇṭai Varmam,முழங்கை முட்டு கை மண்டை வர்மம்,Siddha,NC36.7,Injury of bursa of elbow,0.26227085897068997
1218,SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,கை பெருவிரல் மொழி பொருத்து வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4375451539584224
1218,SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,கை பெருவிரல் மொழி பொருத்து வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.3751435423618257
1218,SAN1.1,Kai Peruviral Moẕi Poruttu Varmam,கை பெருவிரல் மொழி பொருத்து வர்மம்,Siddha,NC58.0,Crushing injury of thumb,0.3127910509943259
1219,SAN1.2,Kai Peruviral Patakkaḷai Varmam,கை பெருவிரல் பதக்களை வர்மம்,Siddha,NC58.0,Crushing injury of thumb,0.483129160536667
1219,SAN1.2,Kai Peruviral Patakkaḷai Varmam,கை பெருவிரல் பதக்களை வர்மம்,Siddha,NC54.03,Dislocation of carpometacarpal joint of thumb,0.4536500927796969
1219,SAN1.2,Kai Peruviral Patakkaḷai Varmam,கை பெருவிரல் பதக்களை வர்மம்,Siddha,NC54.11,Dislocation of interphalangeal joint of thumb,0.4536500927796969
1220,SAN1.3,Kai Peruviral Aka Puṟatārai Varmam,கை பெருவிரல் அக புறதாரை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4253652185926843
1220,SAN1.3,Kai Peruviral Aka Puṟatārai Varmam,கை பெருவிரல் அக புறதாரை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.36470067936242134
1220,SAN1.3,Kai Peruviral Aka Puṟatārai Varmam,கை பெருவிரல் அக புறதாரை வர்மம்,Siddha,NC58.0,Crushing injury of thumb,0.30408389300245786
1221,SAN1.4,Corṇa Veṟṟilai Varmam,சொர்ண வெற்றிலை வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.4154631301907974
1221,SAN1.4,Corṇa Veṟṟilai Varmam,சொர்ண வெற்றிலை வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.356210802406278
1221,SAN1.4,Corṇa Veṟṟilai Varmam,சொர்ண வெற்றிலை வர்மம்,Siddha,8C10,Mononeuropathies of upper limb,0.32112819891103794
1222,SAN1.5,Kai Nerukku Varmam,கை நெருக்கு வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.478182101278972
1222,SAN1.5,Kai Nerukku Varmam,கை நெருக்கு வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.40998494839885946
1222,SAN1.5,Kai Nerukku Varmam,கை நெருக்கு வர்மம்,Siddha,NB91.4Z,"Injury of pancreas, unspecified",0.26377398528665275
1223,SAN1.6,Kai Kavaḷi Varmam,கை கவளி வர்மம்,Siddha,ST20,Injury pattern in the varmam or marmam (TM2),0.44758238165425074
1223,SAN1.6,Kai Kavaḷi Varmam,கை கவளி வர்மம்,Siddha,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",0.32206464079973923
