,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
1387,1427,EM-2.4,KAPAJA-UNMADAH,kaphaja-unmādaḥ,कफज-उन्मादः,unmāda due to kapha ,confined to one area satisfied less travelling excessive salivation nasal discharge disinclination for food wants secrecy/privacy nauseating aversion for cleanliness dreams daily facial oedema whitish eyes feel as if eyes are wrapped with wet cloth eyes with rheum slow speech sluggishness in body activities tastelessness liking for women liking for solitude excessive sleep vomiting provocation of the symptom after the meal whitish discoloration of the nails diminution of agni (digestive power) exhaustion cough less intellect eats less desire for hot aggravation of disease in night desire for sex with female sleep facial oedema eyes with rheum turbid eyes,,Ayurveda
1388,1428,EM-2.5,SANNIPATAJA-UNMADAH,sannipātaja-unmādaḥ,सन्निपातज-उन्मादः,unmāda due to three dōṣa ,clinical features of all three types ,,Ayurveda
1389,1429,EM-2.6,SOKAJA-UNMADAH,śōkaja-unmādaḥ,शोकज-उन्मादः,unmāda due to grief ,"irrelevently portays the things as per his imagination improper perception/unconciousness sings laughs cries/cries suddenly stupefied due to improper perception pallor/pale timid or apathy fainting repeatedly weeps making sounds such ha, ha dies overestimate mind disturbed with sorrow thinking alert does irrelelvant acts",,Ayurveda
1390,1430,EM-2.7,VISHAJA-UNMADAH,viṣaja-unmādaḥ,विषज-उन्मादः,unmāda due to poison ,blood shot eyes loss of strength loss of functioning of sensory and motor organs loss of lusture withered appearance blackish dis colouration of face blackish dis colouration of face loss of lustre/charm loss of strength loss of functioning of sensory and motor organs confusion state (while poison has produced another episode),,Ayurveda
1391,1431,EM-2.8,AGANTUJA-UNMADAH,āgantuja-unmādaḥ,आगन्तुज-उन्मादः,exogenous-unmāda ,extra will power or power of spirituality extra will power or power of spirituality extra ability to perform hard tasks extra bravary extra good preception of knowledge extra self abstinence extraorinary memorizing capacity extra spiritual understanding extra self suggestive talks extra spiritual understanding invariable/unpredictable timing of insanity episode speaking more effectively than human capacity having ability to perform tasks more than normal human capacity having vitality and ability more than a normal human being performing acts beyond normal human capacity having extraordinary knowledge than normal human being having extraordinary knowledge than normal human being having extra strength than normal human being loss of physical strength or weakness fond of torturing others cruel hotness,,Ayurveda
1392,1432,EM-2.8.1,AGANTUKONMADA PURVARUPA,āgantukōnmāda pūrvarupa,आगन्तुकोन्माद पूर्वरुप,prodromes of exogenous-unmāda ,desire for inflicting injury upon gods desire for inflicting injury upon cows desire for inflicting injury upon brāhmaṇa (noble man) desire for inflicting injury upon ascetics anger/irritability liking for violant work distress/dicontent/restlessness impairement of ōjas (vitality) impairement of colour impairement of complexion impairement of physical strength impairement of beauty abuse and incitement by the gods in dreams,,Ayurveda
1393,1433,EM-2.8.2,DEVONMADAH/DEVASATRUJUSHTONMADAH,dēvōnmādaḥ/dēvaśatrujuṣṭōnmādaḥ,देवोन्मादः/देवशत्रुजुष्टोन्मादः,unmāda ,serious/deep unassailable not getting angry insomnia/sleeplessness disliking towards food/meals scanty sweating oliguria less quantity of stool less quantity of flatus auspicious fragrance face like that of completely developed lotus flower contented/satisfied purity of body/thought/words/deeds smells strong and divine fragrance of flowers alert truthfull speaking sanskrit conversation glows radiance steady /stable eyes the person who delivers boon respect brahmina,,Ayurveda
1394,1434,EM-2.8.3,GURUSAPONMADAH,guruśāpōnmādaḥ,गुरुशापोन्मादः,unmāda due to curse of master ,behaviour in concurrence to curse by respectables behaviour in concurrence to by respectables behaviour in concurrence to thinkings by respectables behaviour in concurrence to curse by senior respectables behaviour in concurrence to by senior respectables behaviour in concurrence to thinkings by senior respectables behaviour in concurrence to curse by gifted saints behaviour in concurrence with that of gifted saints behaviour in concurrence to thinkings by gifted saints diet in concurrance with curse by the respectables diet in concurrance with by the respectables diet in concurrance with thinkingsby the respectables diet in concurrance with curse by the senior respectables diet in concurrance with by the senior respectables diet in concurrance with thinkingsby the senior respectables diet in concurrance with curse by the gifted saints diet in concurrance with that of gifted saints diet in concurrance with thinkingsby the by the gifted saints speaks in concurrence with curse of respectables speaks in concurrence with of respectables sepaks in concurrence with thinkings of respectables sepaks in concurrence with curse of senior respectables behaviour in concurrence with of senior respectables speaks in concurrence with thinkings of senior respectables speaks in concurrence with curse of gifted saints speaks in concurrence with that of gifted saints speaks in concurrence with thinkings of gifted saints,,Ayurveda
1395,1435,EM-2.8.4,SIDDHONMADAH,siddhōnmādaḥ,सिद्धोन्मादः,unmāda due to curse of adept ,,,Ayurveda
1396,1436,EM-2.8.5,PITRU-UNMADAH,pitr̥-unmādaḥ,पितृ-उन्मादः,unmāda due to possession of manes ,person with sorrow in his eyes not looking towards sleepy person whose speech is hampered/stopped disinclination for food tastelessness indigestion offers oblations to the ancestors soul calm temperament keeping cloth on the right shoulder fond of meat fond of tila (sesame seeds) fond of jaggery fond of milk pudding praises forefathers,,Ayurveda
1397,1437,EM-2.8.6,GANDHARVONMADAH,gandharvōnmādaḥ,गन्धर्वोन्मादः,unmāda due to possession of gandharva ,fond of instruments fond of dancing fond of singing fond of various foods fond of drinking fond of bathing fond of flowers fond of holy fumes fond of perfumes person who likes red coloured clothes person who like religious sacrificing procedure fond of comic stories spiritual fond of holy fragrances happy soul visiting river side has good manners is over-fond of music fond of fragrance fond of flowers dancing smiles good beautiful words less words visiting another forests/gardens,,Ayurveda
1398,1438,EM-2.8.7,YAKSHONMADAH,yakṣōnmādaḥ,यक्षोन्मादः,unmāda due to possession of yakṣa ,continuous dreams continuous crying continuous laughing fond of dancing fond of singing fond of various foods fond of drinking fond of bathing fond of flowers fond of holy fumes fond of perfumes fond of musical instrument fond of reciting fond of stories or chatting reddish coloured eyes confused dilated eyes hates brahmaṇavaidya parivādinaṁ [hates vaidya speaking secretly/revealing secrets coppery redness of eyes person who wears his favourite garments person who wears light (confortable) garments person who likes red coloured clothes serious in nature speedy/quick/swift gait less talking tolerant looks majestic keeps on enquiring what could he grant for whom,,Ayurveda
1399,1439,EM-2.8.8,RAKSHASONMADAH,rākṣasōnmādaḥ,राक्षसोन्मादः,unmāda due to possession of demon ,"insomnia person having aversion towards food person having aversion towards drinking anything strong enough even though stays without food willing to have weapon craving for blood willing for meat fond of red garlands blaming, scolding others greedy for meat greedy for blood greedy for various types of wines excessively shameless very cruel very brave short tempered very strong roams in the night aversion for cleanliness",,Ayurveda
1400,1440,EM-2.8.9,BRAHMARAKSHASONMADAH,brahmarākṣasōnmādaḥ,ब्रह्मराक्षसोन्मादः,unmāda due to possession of brahmarākṣasa ,"excessive laughter perfoms excess dance haterd and disobedience to the gods haterd and disobedience towards brāhmaṇa (noble man) haterd and disobedience towards doctors disobedience towards god disobedience towards brāhmaṇa (noble man) disobedience towards doctor recitation of illustrations from hymns recitation of illustrations from the vēda recitation of illustrations from mantra (incantations) recitation of illustrations from other scriptures person injures himself by stick , etc.",,Ayurveda
1401,1441,EM-2.8.10,PISACONMADAH,piśācōnmādaḥ,पिशाचोन्मादः,unmāda due to possession of piśāca ,uneasiness in mind complains of having no place to stay dancing singing laughing incoherent speech irrelevant talking likes cilimbing over uneven places likes entering in to caves liking of riding on unclean vehicles walking over dirty cloths climbing over heaps of grass climbing over heaps of stones climbing over heaps of wood hoarse voice dry /rough voice nude runs here and there does not stays on one place always complains of his miseries before others suffers from loss of memory raising up of hands emaciated/thin /malnourished rough/dry talking excess over a long period of time very much bad odour unclean very greedy polyphagia living in another garden/forest which is devoid of people behaving awkwardly roams around crying,,Ayurveda
1402,1442,EM-2.8.11,BUJAMGONMADAH,bhujaṁgōnmādaḥ,भुजंगोन्मादः,unmāda due to possession of snake ,creeps on the ground like a snake licks both lateral corners of mouth with his tongue short tempered long for jaggery willing for honey willing for milk likes rice puddings,,Ayurveda
1403,1444,EM-2.8.12,KINNARONMADAH,kinnarōnmādaḥ,किन्नरोन्मादः,unmāda due to possession of kinnara ,,,Ayurveda
1404,1445,EM-2.8.13,PRETONMADAH,prētōnmādaḥ,प्रेतोन्मादः,unmāda due to possession of prēta ,,,Ayurveda
1405,1446,EM-2.8.14,ADBUTONMADAH,adbhutōnmādaḥ,अद्भुतोन्मादः,unmāda due to possession of piśāca ,,,Ayurveda
1406,1447,EM-2.8.15,JALADHIDEVATONMADAH,jalādhidēvatōnmādaḥ,जलाधिदेवतोन्मादः,unmāda due to possession of water deity ,,,Ayurveda
1407,1448,EM-2.8.16,KUSHMANDONMADAH,kūṣmāṇḍōnmādaḥ,कूष्माण्डोन्मादः,unmāda due to possession of kūṣmāṇḍa graham ,,,Ayurveda
1408,1449,EM-2.8.17,KRUTYONMADAH,kr̥tyōnmādaḥ,कृत्योन्मादः,unmāda due to kr̥tya ,,,Ayurveda
1409,1450,EM-2.8.18,VETALONMADAH,vētālōnmādaḥ,वेतालोन्मादः,unmāda due to possession of vētāla ,,,Ayurveda
1410,1451,EM-2.8.19,GUHYAKONMADAH,guhyakōnmādaḥ,गुह्यकोन्मादः,unmāda due to possession of guhyaka ,,,Ayurveda
1411,1452,EM-2.8.20,BUTONMADAH,bhūtōnmādaḥ,भूतोन्मादः,unmāda due to possession of bhūta ,speaking more effectively than human capacity having ability to perform tasks more than normal human capacity having vitality and ability more than a normal human being performing acts beyond normal human capacity having extraordinary knowledge than normal human being having extraordinary knowledge than normal human being having extra strength than normal human being invariable/unpredictable timing of insanity episode,,Ayurveda
1412,1453,EM-2.8.21,ADHIJONMADAH,ādhijōnmādaḥ,आधिजोन्मादः,unmāda due to possession of ādhija reasons ,"pallor/pale timid or apathy fainting repeatedly weeps making sounds such ha, ha cries suddenly dies laughing overestimate with the mind suffering srom grief thinking alert does unusual acts",,Ayurveda
1413,1454,EM-2.8.22,HIMSARTHAKONMADAH,hiṁsārthakōnmādaḥ,हिंसार्थकोन्मादः,unmāda (psychosis) where in person behaves like a of hiṁsārta ,"patient enters into fire drowns in water falls in to pit strikes himself with weapons, whips, sticks, brick bats, his own fist etc. strikes himself with whips strikes himself with sticks strikes himself with brick bats strikes himself with his own fist may adopt other means to kill himself",,Ayurveda
1414,1455,EM-2.8.23,KAMAJONMADAH,kāmajōnmādaḥ,कामजोन्मादः,unmāda (psychosis) due to unabated of kāma (sexual desire) ,less talking perverted memory,,Ayurveda
1415,1456,EM-2.9,ASADHYA-UNMADAH,asādhya-unmādaḥ,असाध्य-उन्मादः,irremediable unmāda (psychosis) ,patient having raised his hand in a fit of anger daringly thrashes others or him self tears in the eyes passed blood from the penis if he has injuries in his tongue running nose a person who scratches/cuts his skin (a person with) uninterrupted speech constant mumbling discoloration of the body/abnormal colour excessively thirsty putrid smell of the body,,Ayurveda
1416,1457,EM-3,APASMARAH,apasmāraḥ,अपस्मारः,epilepsy ,perversion of memory perversion of intellect perversion of cognitive psychic faculties posses abnormal/vulgar activities feels as entering into darkness a person with confused mind sees unreal scenes/sees things which don’t exist falls down/fumbles and falls down on floor flickering of tongue eyes flutter eye brow flutters excessive salivation jerks hand jerks leg abnormal movementb of tongue abnormal frowning unstable eyeball movements gnashes-grind one's teeth frothy vomitting dialted and widened eyes falls down on floor regains conciousness after some time/abnormal movements or behaviour after some time again redness/congesion/inflammation,,Ayurveda
1417,1458,EM-3.1,APASMARA-PURVARUPAM,apasmāra-pūrvarūpam,अपस्मार-पूर्वरूपम्,prodromes of of apasmāra ,contraction of eye brows irregular abnormal movement of eyes constantly hearing of such sounds wich don’t exist excessive discarge of saliva excessive nasal discharge disinclination for food tastelessness indigestion stiffness in cardiac region distention of the abdomen /flanks with intestinal sounds weakness breaking/splitting type of pain in the bones generalised bodyache confusion/delirium entering into darkness/fainting syncope/attacks of swooning giddiness or dizziness frequent appearance of dreams like intoxication frequent appearance of dreams like dancing frequent appearance of dreams like murdering frequent appearance of dreams like aching frequent appearance of dreams like tremors frequent appearance of dreams like falling palpiation feeling of emptyness sweating insensibility/meditatitve appearance semiconsciousness or stupifaction insomnia thirst dancing in the dreams drinking oil in dreams drinking alcohol in dreams doing oil; massage in dreams doing massage with wine in dreams singing in the dreams,,Ayurveda
1418,1459,EM-3.2,VATAJA-APASMARAH,vātaja-apasmāraḥ,वातज-अपस्मारः,apasmāra due to vāta ,intermittent seizures regaining the conciousness/alertness within a moment protrusion of eyes irrelevant talking frothy vomitting stretching of neck/inflating neck region head injured abnormally contracted fingers hand improperly placed leg improperly placed slightly reddish nails slightly reddish eyes slightly reddish face slightly reddish skin rough/dry nails rough/dry eyes rough/dry mouth/face rough/dry skin blackish nails blackish eyes darkened face blackish skin showing abnormal presentation viewing unstable objects sees rough /dry objects sees dryness tremors grinding teeth breathlessness/difficult breathing visualises all things as reddish visualises all things as black person feels as if chased by black horrifying object/person total disturbance of mind pricking pain in the cardiac region agony/pain excess talking/irrelevant speech/incoherent speech cooing sound from throat fluttering of legs crying in scratchy voice inflated neck jerks his body all around dry eyes dry skin dry nails sees black/dark unstable ugly abnormal facial expressions,,Ayurveda
1419,1460,EM-3.3,PITTAJA-APASMARAH,pittaja-apasmāraḥ,पित्तज-अपस्मारः,apasmāra due to pitta ,intermittent seizures regaining conciousness in a moment cooing sound from throat scratchinf the floor greenish nails greenish eyes greenish discolouration of skin greenish discolouration of skin yellowish discoloration of nails yellowish discoloration of eyes yellowish discoloration of face yellowish discoloration of skin coppery nails coppery eyes coppery face coppery skin reddish eyes sees horror things sees violent things sees illuminated things sees objects as if covered yellow colored froth yellow discolouration of body yellow discolouration of face yellow discolouration of eyes sees all object as yellow sees all object as red thirst warmth visualizes all worldly objects as engulfed by fire sweating syncope/attacks of swooning irrelevant movements of body parts in agony person feels as if chased by black horrifying object/person total disturbance of mind agony/pain excess talking/irrelevant speech/incoherent speech shaking on grounds yellowish skin,,Ayurveda
1420,1461,EM-3.4,KAPAJA-APASMARAH,kaphaja-apasmāraḥ,कफज-अपस्मारः,apasmāra due to kapha ,seizures with long duration (less frequent) seizures are slow regains conciousness after longer time falling down not much abnormal behaviour salivation white nails whitish discoloration of the eyes whitish discoloration of the face whitinsh skin sees things whitish sees thing in big size sees things unctious whitish discoloration of the froth whitish discoloration of the any body part horripilation in body feels his body heavy objects are seen by him as white cold nausea sleep falling down on floor vomitting mucous secretions person feels as if chased by black horrifying object/person total disturbance of mind agony/pain excess talking/irrelevant speech/incoherent speech cooing sound from throat less movements,,Ayurveda
1421,1462,EM-3.5,SANNIPATAJA-APASMARAH,sānnipātaja-apasmāraḥ,सान्निपातज-अपस्मारः,apasmāra due to three dōṣa ,clinical features of all three types,,Ayurveda
1422,1463,EM-3.6,AGANTUJA-APASMARAH,āgantuja-apasmāraḥ,आगन्तुज-अपस्मारः,exogenous-apasmāra ,"confused less concious/semiconcious perverted judgements regarding eternal, ephemeral events perverted judgements regarding useful and harmful objects,",,Ayurveda
1423,1464,EM-3.7,APASMARA-ARISHTAH/APASMARA ASADHYA LAKSHAN,apasmāra-ariṣṭaḥ/apasmāra asādhya lakṣaṇ,अपस्मार-अरिष्टः/अपस्मार असाध्य लक्षण्,fatal signs of apasmāra ,loss of physical strength or weakness whose eyebrows are moving whose eyes are rolling abnormally pulsating sensation mostly weak abnormal movements of eyebrows,,Ayurveda
1424,1465,EM-4,ATATTVABINIVESAH/MAHAGADAH,atattvābhinivēśaḥ/mahāgadaḥ,अतत्त्वाभिनिवेशः/महागदः,psychic perversion/delusion ,"disturbed functions of heart/disturbed mind confused with altered alertness or conciousness perverted judgements regarding eternal, ephemeral events perverted judgements regarding useful and harmful objects",,Ayurveda
1425,1466,EM-5,MADATYAYAH/PANATYAYAH,madātyayaḥ/pānātyayaḥ,मदात्ययः/पानात्ययः,alcohol abuse ,fainting/severe confusion precordial pain/cardiac pain loose motions/diarrhoea continuous thirst saumya āgnēya fever tastelessness headache pain in flanks pain in bones tremors injury to vital points stiffness of sacroiliac region chest tightness errors of refraction/partial blindness cough breathlessness/difficult breathing being awake excess sweating constipation/fullness in the abdomen oedema instability of mind excess talking/irrelevant speech/incoherent speech vomitting nausea/provocation of dōṣa giddiness or dizziness having unpleaseant dreams,,Ayurveda
1426,1467,EM-5.1,VATAJAMADATYAYAH,vātajamadātyayaḥ,वातजमदात्ययः,madātyaya due to vāta ,hiccup breathlessness/difficult breathing involunraty rhythmic jerks to head pain in sides of chest/flanks keeping awake excessive and irrelevant talking rigidity/stiffness generalized bodyache stiffness in cardiac region pricking pain tremors headache dream of roaming around dreams of falling down dreams of talking with spirits,,Ayurveda
1427,1468,EM-5.2,PITTAJAMADATYAYAH,pittajamadātyayaḥ,पित्तजमदात्ययः,madātyaya due to pitta ,thirst burning sensation fever perspiration syncope/attacks of swooning diarrhoea dizziness/confusion greenish discolouration of the body excess talking/irrelevant speech/incoherent speech dryness of mouth yellowish face yellowish eyes confusion/delirium giddiness or dizziness greenish tint over body yellowish tint over body reddish eyes redness over cheeks,,Ayurveda
1428,1469,EM-5.3,KAPAJAMADATYAYAH,kaphajamadātyayaḥ,कफजमदात्ययः,madātyaya due to kapha ,vomiting tastelessness nausea drowsiness/lassitude a sensation of being covered with wet clothes heaviness of the body having feeling of cold vomiting cold mucoid discharge or salivation sleep circular elevated patches on body/urticaria heaviness in body,,Ayurveda
1429,1470,EM-5.4,SANNIPATAJAMADATYAYAH,sannipātajamadātyayaḥ,सन्निपातजमदात्ययः,madātyaya due to three dōṣa ,clinical features of all types,,Ayurveda
1430,1471,EM-5.5,DHVAMSAKA-MADATYAYAH,dhvaṁsaka-madātyayaḥ,ध्वंसक-मदात्ययः,dhvaṁsaka -post addiction recovery drinking effect ,mucus discharge through mouth dryness in the throat dryness in mouth intolerance to noise excessive drowsiness excessive sleep,,Ayurveda
1431,1472,EM-5.6,VIKSHAYA-MADATYAYAH/VIKSHEPAKA-MADATYAYAH,vikṣaya-madātyayaḥ/vikṣēpaka-madātyayaḥ,विक्षय-मदात्ययः/विक्षेपक-मदात्ययः,vikṣēpaka-post addiction recovery drinking effect ,cardiac disorders throat disorders unconsciousness/confusion vomiting pain in the body fever thirst cough headache,,Ayurveda
1432,1473,EM-5.7,PARAMADAH,paramadaḥ,परमदः,paramada-madātyaya ,warmthness aggravation of kapha heaviness of body absense of any taste in the mouth retension of faeces obstruction/retention in passage of urine drowsiness/lassitude tastelessness thirst headache pain in joints,,Ayurveda
1433,1474,EM-5.8,PANAJIRNAM,pānājīrṇam,पानाजीर्णम्,dyspepsia due to madātyaya ,abdominal distension sour belching/eructation internal burning sensation,,Ayurveda
1434,1475,EM-5.9,PANAVIBRAMAH,pānavibhramaḥ,पानविभ्रमः,pānavibrama-madātyaya ,pricking pain in the cardiac region disliking towards alcohol disliking towards food preparations pricking pain all over body secretion of mucus a feeling as if the throat is full of smoke syncope/attacks of swooning vomiting fever headache burning sensation,,Ayurveda
1435,1476,EM-5.10,ASADHYA-MADATYAYAH (PANAHATAH ),asādhya-madātyayaḥ (pānahataḥ ),असाध्य-मदात्ययः (पानहतः ),irremediable madātyaya ,drooped upper lip coldness from outside cold burning sensation within who has an oily radiance on his face blackish tongue blackish teeth blackish lips tongue with bluish tint teeth with bluish tint lips with bluish tint eyes become red in colour like blood yellowish eyes,,Ayurveda
1436,1477,EM-5.11,MADATYAYA-UPADRAVAH,madātyaya-upadravaḥ,मदात्यय-उपद्रवः,complications of madātyaya ,hiccup fever vomiting shivering/tremors pain in sides of chest/flanks cough giddiness or dizziness,,Ayurveda
1437,1478,EM-5.12,MADATYAYA-ARISHTAH,madātyaya-ariṣṭaḥ,मदात्यय-अरिष्टः,fatal signs of madātyaya ,suffering with sever coldness debilitated who has an oily radiance on his face,,Ayurveda
1438,1479,EM-6,MADAH,madaḥ,मदः,intoxication due to drugs (other than alcohol) ,incoherent speech exessive speech fast speech unstable movements un-coordinated actions dry body appearance blackish body appearance slightly reddish complexion,Note: Also Classifed under śōṇitajanyarōgaḥ[ED-2],Ayurveda
1439,1480,EM-6.1,VATAJAMADAH,vātajamadaḥ,वातजमदः,mada due to vāta ,,,Ayurveda
1440,1481,EM-6.2,PITTAJAMADAH,pittajamadaḥ,पित्तजमदः,mada due to pitta ,angry speech harsh speech inclination towards beating inclination towards quarrels reddish body appearance yellowish body appearance blackish body appearance red yellowish discolouration,,Ayurveda
1441,1482,EM-6.3,KAPAJAMADAH,kaphajamadaḥ,कफजमदः,mada due to kapha ,feeble incoherent speeches relevant speech drowsiness laziness paleness prompt towards focussing,,Ayurveda
1442,1483,EM-6.4,SANNIPATAJAMADAH,sānnipātajamadaḥ,सान्निपातजमदः,mada due to three dōṣa ,clinical features of all types of doshas body becomes rigid rigid eyes signs of pitta,,Ayurveda
1443,1484,EM-6.5,RAKTAJAMADAH,raktajamadaḥ,रक्तजमदः,mada due to rakta ,,,Ayurveda
1444,1485,EM-6.6,MADYAJAMADAH,madyajamadaḥ,मद्यजमदः,mada due to alcohol ,passionate desire erotic stimulation desire to have sexual intercourse happiness confusion/delirium sleep abnormal/unsuitable food anormal sound abnormal presentation of any body part,,Ayurveda
1445,1486,EM-6.6.1,PRATHAMA-MADYAJAMADAH,prathama-madyajamadaḥ,प्रथम-मद्यजमदः,first stage of mada ,enhances intelligence enhances memory enhances affection enhances happiness increases liking of drinking intensifies interest in eating increases liking of sleep intensifies the power to recite song intensifies quality of speak very pleasant,,Ayurveda
1446,1487,EM-6.6.2,DVITIYA-MADYAJAMADAH,dvitīya-madyajamadaḥ,द्वितीय-मद्यजमदः,second stage of mada ,incoherent intelligence incoherent memory incoherent speech incoherent actions lunatic appearance and behaviour furious in nature lethargy again and again sleep again and again,,Ayurveda
1447,1488,EM-6.6.3,TRUTIYA-MADAVASTHA,tr̥tīya-madāvasthā,तृतीय-मदावस्था,third stage of mada ,person begins to go to the places where he should not go disrespects his teachers eats unedible things loss of consciousness discloses even his close guarded secrets dependent on other,,Ayurveda
1448,1489,EM-6.6.4,CATURTHA-MADYAJAMADAH,caturtha-madyajamadaḥ,चतुर्थ-मद्यजमदः,fourth stage of mada ,idiotic becomes useless like a broken wood looses the sense of discrimination between the right and wrong actions may be considered more dead than a dead person,,Ayurveda
1449,1490,EM-6.7,VISHAJAMADAH,viṣajamadaḥ,विषजमदः,mada due to poison ,tremors excessive sleep,,Ayurveda
1450,1491,EM-7,MURCCA,mūrcchā,मूर्च्छा,syncope/fainting ,,,Ayurveda
1451,1502,EM-8,BUTA-GRAHAH,bhūta-grahaḥ,भूत-ग्रहः,disorders due to possession of demons ,,,Ayurveda
1452,1503,EM-8.1,AUKIRNABUTA-GRAHAH,aukīrṇabhūta-grahaḥ,औकीर्णभूत-ग्रहः,person afflicted by aukīrṇabhūtagraha ,who begs water who begs food querulous eyes reddish discoloration of eyes harsh speech,,Ayurveda
1453,1504,EM-8.2,BALIKAMA-GRAHAH,balikāma-grahaḥ,बलिकाम-ग्रहः,person afflicted by balikāmagraha ,timid or apathy desires to look at his own face dry lips dry throat dry palate observes others with suspicion cries worries does not consume the given food though desirous of food,,Ayurveda
1454,1505,EM-8.3,BUJANGA-GRAHAH,bhujaṅga-grahaḥ,भुजङ्ग-ग्रहः,person afflicted by bhujaṅgagra ha ,occasionally creeps on the ground like a snake keeps on licking the corners of mouth with his tongue sleepy likes jaggery willing for honey willing for milk likes rice puddings,,Ayurveda
1455,1506,EM-8.4,BRAHMARAKSHASA-GRAHAH,brahmarākṣasa-grahaḥ,ब्रह्मराक्षस-ग्रहः,person afflicted by brahmarākṣasagraha ,"fond of laughing fond of dancing terrifying activities attacking on others weak points screaming quick gait haterd and disobedience to the gods hates brahmanaas aversion to physician hits himself with batons, (injuring himself) injures himself with weapons etc. (injuring himself) uttering sounds like bho intrested in the study of sciences intrested in the study of vedas",,Ayurveda
1456,1507,EM-8.5,DAITYA-GRAHAH,daitya-grahaḥ,दैत्य-ग्रहः,person afflicted by daityagraha ,"improper vision evil thoughts hates preceptors haterd and disobedience to the gods hates brāhmaṇa (noble man) fearless proud courageous angry active person boasting himself as rudra, boasting himself as skanda, boasting himself as viśākha boasting himself as indra fond of sura desirous of meat",,Ayurveda
1457,1508,EM-8.6,DEVA-GRAHAH,dēva-grahaḥ,देव-ग्रहः,person afflicted by dēvagraha ,face resembling a full blown lotus flower kind look not getting angry less talking scanty sweating reduced quantity of fecal matter oliguria aversion to food worshipping gods worshipping brāhmaṇa (noble man) purity of body/thought/words/deeds speaks courteously/speaks sanskrit language keeps the eyes closed for long periods pleasant odour bestows favours fond of white flowers fond of white cloth fond of ponds fond of mountains fond of buldings sleeeplessness not frightening,,Ayurveda
1458,1509,EM-8.7,GANAMATRU-GRAHAH,gaṇamātr̥-grahaḥ,गणमातृ-ग्रहः,person afflicted by gaṇamātr̥graha ,angry whole body is felt laxed froathy salaivation diseased face sleepy tremors,,Ayurveda
1459,1510,EM-8.8,GANDHARVA-GRAHAH,gandharva-grahaḥ,गन्धर्व-ग्रहः,person afflicted by gāndharvagraha ,engaged in singing engaged in dancing likes bathing fond of gardens fond of red cloths fond of red garlands anointing with cosmetics always engaged in mirthful activities,,Ayurveda
1460,1511,EM-8.9,HIMSATMAKA-GRAHAH,hiṁsātmaka-grahaḥ,हिंसात्मक-ग्रहः,person afflicted by hiṁsātmakagraha ,continuous discharge from nose if he has injuries in his tongue cries gratly miserable tears flowing discoloration of the body/abnormal colour slow speech /substandard speech/uncivilized speech putrid smell wasted/dried up/emaciated plays with his own urine witout any disgust plays with his own faeces witout any disgust raises his hands to beat himself and others in great anger injures himself with weapons beats himself with baton hurts himself with fire enters into burning fire drowns in water falls into the well and does other similar acts thirst burning sensation confusion/delirium vomiting of pus dischrge of blood from all the channels,,Ayurveda
1461,1512,EM-8.10,NISHADA-GRAHAH,niṣāda-grahaḥ,निषाद-ग्रहः,person afflicted by niśādagraha ,"person who roams holding a baton in his hands, person who roams holding a stone in his hands, wears rags runs naked unsteady look wears grass as ornaments stays lonely in the cemetry stays lonely in the vacant houses stays lonely on roads stays lonely on trees constantly searching for food prepared from sesame constantly searching for wine constantly searching for meat steady/attentive eyes speaking harsh",,Ayurveda
1462,1513,EM-8.11,RATIKAMA-GRAHAH,ratikāma-grahaḥ,रतिकाम-ग्रहः,person afflicted by ratikāma graha ,desires solitude copulation conversation with women fond of pleasant smell fond of garlands and ornaments always joyful calm,,Ayurveda
1463,1514,EM-8.12,URAGA-GRAHAH,uraga-grahaḥ,उरग-ग्रहः,person afflicted by uraga graha ,reddish coloured eyes angry temperment rigid eyes irregular and unsteady gait always breathing heavy movement of tongue licking the angles of the mouth fond of milk fond of jaggery fond of bathing sleeping with his face down frieghtened by umbrella,,Ayurveda
1464,1515,EM-8.13,VETALA-GRAHAH,vētāla-grahaḥ,वेताल-ग्रहः,person afflicted by vētālagraha ,fond of purfumes fond of flowers speaks truth trembles sleeps too much,,Ayurveda
1465,1516,EM-8.14,YAKSHA-GRAHAH,yakṣa-grahaḥ,यक्ष-ग्रहः,person afflicted by yakṣagraha ,eyes full of tears querulous eyes reddish coloured eyes body emitings pleasant smell possessing bright complexion fond of dancing fond of stories or chatting fond of songs fond of bathing fond of garlands fond of anointing with cosmetics desirous of fish desirous of meat joyous content strong lack of distress fingers always shaking always says what shall i give always says to whom shall i give speaking secretly/revealing secrets insulting/degrading the physician insulting/degrading the brāhmaṇa (noble man) slight anger speedy/quick/swift gait,,Ayurveda
1466,1517,EM-8.15,PISACAGRAHAH,piśācagrahaḥ,पिशाचग्रहः,person afflicted by piśācagraha ,uneasiness in mind runs around without staying at one place fond of left out things foods fond of dancing fond of music fond of humour desire to consume alchohol fond of meat timid face due to insulting crying/weeping without any reason scratching his own body from his nails dryness of body miserable bodily state dryness of voice miserable voice relevant speaking irrelevant speaking stating the misery/agony loss of memory fond of solitude fond of sensuality fond of nudity fond of dirty things wearing rags found in the streets wearing garlands of grass climbing on wooden horses mingling with bad people person with polyphagia,,Ayurveda
